City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,sao paulo de olivenca,-3.3783,-68.8725,27.46,68,76,1.31,BR,1694992030
362,stephenville,32.2207,-98.2023,32.18,27,40,2.06,US,1694991804
363,baardheere,2.3446,42.2764,25.06,68,97,6.23,SO,1694992031
364,sandnessjoen,66.0217,12.6316,5.29,66,99,4.17,NO,1694992031
365,muroto-misakicho,33.2833,134.15,26.45,81,29,2.15,JP,1694992031
366,malango,-2.9627,119.9001,20.07,97,88,0.36,ID,1694992031
367,mchinji,-13.7984,32.8802,20.08,37,3,1.52,MW,1694992032
368,dokkum,53.3222,5.997,18.0,96,100,1.54,NL,1694992032
369,plettenberg bay,-34.0527,23.3716,11.03,77,0,1.29,ZA,1694992032
370,nyala,12.05,24.8833,24.01,79,99,4.82,SD,1694992033
371,antsiranana,-12.2787,49.2917,22.67,81,9,6.41,MG,1694992033
372,karaidel',55.8337,56.9069,10.53,89,3,0.78,RU,1694992034
373,kununurra,-15.7667,128.7333,21.99,64,40,1.54,AU,1694992034
374,aktau,43.65,51.2,16.32,75,96,3.9,KZ,1694992035
375,fond parisien,18.5058,-71.9767,29.98,72,99,0.96,HT,1694992035
376,kohtla-jarve,59.3986,27.2731,10.55,74,100,3.93,EE,1694992035
377,lipnik nad becvou,49.5272,17.5859,16.98,75,20,0.9,CZ,1694992035
378,kirakira,-10.4544,161.9205,28.95,73,100,4.32,SB,1694992036
379,vorkuta,67.5,64.0,0.57,93,9,2.31,RU,1694992036
380,bel ombre,-4.6167,55.4167,26.41,84,100,8.96,SC,1694992036
381,sinop,41.7711,34.8709,10.77,87,11,1.4,TR,1694992036
382,sola,-13.8833,167.55,25.73,79,98,8.74,VU,1694992037
383,turkeli,41.9476,34.3386,16.89,71,5,3.18,TR,1694992037
384,cruzeiro do sul,-29.5128,-51.9853,24.73,79,0,2.26,BR,1694991870
385,vilyuchinsk,52.9306,158.4028,13.15,64,40,12.71,RU,1694992037
386,hammerfest,70.6634,23.6821,7.25,76,75,6.69,NO,1694992038
387,nandgaon,20.3167,74.65,22.95,85,94,4.66,IN,1694992038
388,tommot,58.9564,126.2925,4.92,64,100,1.31,RU,1694992038
389,mahina,-17.5065,-149.489,28.87,70,40,5.66,PF,1694992039
390,pauini,-7.7136,-66.9764,31.31,42,70,1.15,BR,1694992040
391,azangaro,-14.9167,-70.2167,10.15,55,65,3.61,PE,1694992040
392,marka,1.7159,44.7717,25.15,82,96,6.68,SO,1694992040
393,espinosa,-14.9261,-42.8192,26.45,41,19,5.55,BR,1694992040
394,manggar,-2.8833,108.2667,27.22,81,99,5.92,ID,1694992041
395,fraserburgh,57.6874,-2.0184,12.46,89,100,7.26,GB,1694992041
396,mejit,10.2753,170.8646,28.33,80,100,7.73,MH,1694992041
397,garachico,28.7781,-17.7646,20.27,78,100,5.14,ES,1694992041
398,tabou,4.423,-7.3528,25.57,85,84,3.45,CI,1694992042
399,nuku'alofa,-21.1333,-175.2,26.19,69,20,7.72,TO,1694992042
400,happy valley-goose bay,53.3168,-60.3315,11.17,93,100,9.77,CA,1694992042
401,carnarvon,-24.8667,113.6333,17.79,68,40,9.45,AU,1694992042
402,mitu,1.1983,-70.1733,25.67,75,61,0.81,CO,1694991780
403,inarajan village,13.2736,144.7484,30.08,88,100,5.1,GU,1694992043
404,nanao,37.05,136.9667,26.77,80,9,2.75,JP,1694992043
405,mirpur sakro,24.5474,67.6277,27.22,83,86,6.82,PK,1694992043
406,suva,-18.1416,178.4415,24.71,94,75,3.09,FJ,1694992044
407,jiuquan,39.7432,98.5174,11.26,34,0,1.79,CN,1694992044
408,kampene,-3.6,26.6667,20.43,97,100,1.05,CD,1694992044
409,arrifes,37.7667,-25.7,18.84,77,40,2.06,PT,1694992044
410,cidade velha,14.9167,-23.6167,25.26,78,20,4.12,CV,1694992045
411,kerikeri,-35.2268,173.9474,17.35,70,18,3.94,NZ,1694992045
412,avanigadda,16.0215,80.9181,28.3,79,100,1.94,IN,1694992045
413,backo petrovo selo,45.7081,20.0753,17.26,72,2,4.42,RS,1694992046
414,anqing,30.5092,117.0506,24.85,83,60,0.56,CN,1694992046
415,usogorsk,63.4106,48.6872,9.29,91,100,3.47,RU,1694992046
416,prien,30.1819,-93.2738,33.34,38,75,3.6,US,1694992046
417,saint-francois,46.4154,3.9054,18.69,82,100,1.54,FR,1694992046
418,nema,57.5067,50.5011,6.84,87,19,1.83,RU,1694992047
419,mar del plata,-38.0023,-57.5575,11.72,86,0,3.09,AR,1694991842
420,weno,7.4515,151.8468,29.97,84,100,2.57,FM,1694992047
421,altai,46.3722,96.2583,0.87,87,55,1.34,MN,1694992047
422,yeppoon,-23.1333,150.7333,20.88,56,80,6.05,AU,1694991941
423,orshanka,56.9161,47.8933,8.81,71,44,2.41,RU,1694992048
424,kodinsk,58.6881,99.1844,11.91,80,100,1.02,RU,1694992048
425,taltal,-25.4,-70.4833,17.53,76,23,3.01,CL,1694992048
426,howrah,22.5892,88.3103,29.0,94,40,2.06,IN,1694992049
427,guaratuba,-25.8828,-48.5747,21.16,80,0,1.97,BR,1694992049
428,makhambet,47.6667,51.5833,16.8,57,83,3.45,KZ,1694992049
429,baruun-urt,46.6806,113.2792,7.61,87,100,2.88,MN,1694992049
430,zarqa,32.0728,36.088,22.95,33,0,2.57,JO,1694992050
431,dolinsk,47.35,142.8,14.76,95,100,3.8,RU,1694992050
432,camabatela,-8.1881,15.375,17.6,94,98,1.66,AO,1694992050
433,cill airne,52.05,-9.5167,13.07,95,100,2.01,IE,1694992050
434,concepcion de la sierra,-27.9831,-55.5203,26.45,70,0,2.62,AR,1694992051
435,faya-largeau,17.9257,19.1043,30.61,11,0,5.01,TD,1694992051
436,guajara mirim,-10.7828,-65.3394,33.23,30,35,0.49,BR,1694992051
437,shibganj,24.6829,88.1598,29.44,70,91,1.13,BD,1694992051
438,matias romero,16.8833,-95.0333,28.34,74,48,4.73,MX,1694992052
439,hashtpar,37.8008,48.9037,20.89,71,24,1.25,IR,1694992037
440,sao lourenco do sul,-31.3653,-51.9783,20.61,88,27,2.53,BR,1694992052
441,fort stockton,30.894,-102.8793,30.09,38,0,3.09,US,1694992052
442,as sulayyil,20.4607,45.5779,31.01,16,68,3.08,SA,1694992053
443,horta,38.5333,-28.6333,17.79,79,58,4.02,PT,1694992053
444,churachandpur,24.3333,93.6667,20.03,90,98,0.4,IN,1694992053
445,likiep,9.8251,169.3107,27.57,83,100,6.78,MH,1694992053
446,paita,-5.0892,-81.1144,21.03,85,87,9.13,PE,1694991957
447,mineiros,-17.5694,-52.5511,26.83,32,58,2.38,BR,1694991924
448,puerto baquerizo moreno,-0.9,-89.6,22.91,89,100,5.55,EC,1694992054
449,kashgar,39.4547,75.9797,20.82,32,92,2.12,CN,1694992054
450,yorkton,51.2167,-102.4677,28.6,19,2,6.36,CA,1694992054
451,emet,39.343,29.2585,13.23,84,9,1.75,TR,1694992055
452,belyy yar,53.6039,91.3903,6.94,93,0,0.0,RU,1694992055
453,hameenkyro,61.6391,23.1953,8.05,83,61,1.52,FI,1694992055
454,xining,36.6167,101.7667,9.43,76,53,1.5,CN,1694992055
455,polyarnyy,69.1989,33.4478,5.93,95,100,10.52,RU,1694992056
456,selfoss,63.9331,-20.9971,5.02,87,34,3.27,IS,1694992056
457,mount gambier,-37.8333,140.7667,13.24,81,64,1.66,AU,1694992056
458,coxen hole,16.3244,-86.5366,30.6,70,20,5.14,HN,1694992056
459,ta`u,-14.2336,-169.5144,26.54,83,57,8.53,AS,1694992056
460,fomboni,-12.28,43.7425,25.2,75,6,3.48,KM,1694992057
461,campoverde,-8.4753,-74.8058,31.83,42,61,1.72,PE,1694992057
462,pathein,16.7833,94.7333,24.01,97,100,1.93,MM,1694992057
463,tvoroyri,61.5556,-6.8111,10.95,91,75,8.62,FO,1694992057
464,carutapera,-1.195,-46.02,25.72,84,68,3.45,BR,1694992058
465,kasongo-lunda,-6.4667,16.8167,22.76,88,84,0.87,CD,1694992058
466,mithi,24.7318,69.7981,28.16,76,100,6.79,PK,1694992058
467,tatsinskiy,48.1968,41.2756,14.75,56,25,2.73,RU,1694992059
468,saurimo,-9.6608,20.3916,20.79,64,60,2.17,AO,1694992059
469,botou,38.0667,116.5667,21.0,91,44,2.09,CN,1694991936
470,lulea,65.5842,22.1547,2.04,93,75,0.0,SE,1694992059
471,correntina,-13.3433,-44.6367,27.86,31,19,2.63,BR,1694992059
472,mirriah,13.7073,9.1501,29.55,53,70,5.53,NE,1694992060
473,nemuro,43.3236,145.575,19.21,98,99,8.27,JP,1694992060
474,medenine,33.355,10.5055,25.05,55,0,2.57,TN,1694992060
475,sayanogorsk,53.0875,91.3997,12.95,77,89,0.84,RU,1694992060
476,pailon,-17.65,-62.75,31.82,22,0,7.03,BO,1694992061
477,frankfort,-27.2667,28.4833,10.18,87,17,3.68,ZA,1694991837
478,zemio,5.0314,25.1361,19.14,99,91,0.99,CF,1694992061
479,simanggang,1.2472,111.4528,23.25,99,90,0.29,MY,1694992061
480,kargasok,59.0556,80.8572,13.09,81,98,3.16,RU,1694992061
481,corte,42.25,9.25,22.22,35,58,2.11,FR,1694992062
482,kolonia,50.9333,6.95,22.2,79,0,2.06,DE,1694992062
483,hudson,40.7168,-74.0663,22.89,68,75,6.17,US,1694991993
484,stornoway,58.2093,-6.3865,13.98,93,75,6.69,GB,1694992062
485,ratnagiri,16.9833,73.3,25.25,89,82,3.11,IN,1694992063
486,deir ez-zor,35.3359,40.1408,27.91,24,0,5.05,SY,1694992063
487,khadan khak,30.7477,67.7085,19.02,40,0,1.84,PK,1694992063
488,fereydunshahr,32.941,50.121,12.31,42,0,2.29,IR,1694992063
489,la sarre,48.8002,-79.1996,11.31,83,97,4.42,CA,1694991779
490,oktyabr'skoye,43.0645,44.7417,10.08,100,75,1.0,RU,1694992064
491,cacoal,-11.4386,-61.4472,34.09,25,41,2.18,BR,1694992064
492,plymouth,41.8334,-70.8328,22.03,71,5,3.32,US,1694991365
493,san luis de since,9.2439,-75.1468,26.08,91,79,4.26,CO,1694992064
494,nantucket,41.2835,-70.0995,20.0,93,0,4.63,US,1694991800
495,fada,9.5667,8.3,19.74,94,94,0.62,NG,1694991751
496,the pas,53.8251,-101.2541,25.05,33,12,5.87,CA,1694992066
497,luanda,-8.8368,13.2343,23.0,83,63,0.51,AO,1694991808
498,namibe,-15.1961,12.1522,19.43,88,100,1.88,AO,1694992067
499,juhaynah,26.6732,31.4976,27.73,24,0,3.73,EG,1694992067
500,sisimiut,66.9395,-53.6735,2.1,79,45,2.5,GL,1694992067
501,panaba,21.2833,-88.2667,30.34,61,68,5.64,MX,1694992067
502,svetlyy,54.675,20.1347,16.09,89,14,3.4,RU,1694992068
503,celestun,20.8667,-90.4,29.95,69,16,5.84,MX,1694992068
504,upington,-28.4478,21.2561,11.24,27,0,2.61,ZA,1694992068
505,woolgoolga,-30.1106,153.2007,21.93,45,0,3.85,AU,1694991881
506,rockland,41.1668,-74.0496,22.14,75,91,2.45,US,1694992068
507,bardai,11.65,7.2333,22.4,89,71,2.59,NG,1694992069
508,shingu,33.7333,135.9833,25.96,84,49,1.12,JP,1694992069
509,weener,53.1667,7.35,17.2,97,100,2.47,DE,1694992069
510,ubinskoye,55.3068,79.6802,13.5,76,100,1.36,RU,1694992069
511,signal mountain,35.1226,-85.3438,22.98,60,20,4.63,US,1694992070
512,qamdo,31.1667,97.2333,2.07,93,95,0.15,CN,1694992070
513,synel'nykove,48.3204,35.5179,15.09,55,0,1.77,UA,1694992070
514,kapa'a,22.0752,-159.319,30.99,65,40,5.66,US,1694992070
515,golden valley,45.0097,-93.3491,22.99,52,75,0.45,US,1694992070
516,wakkanai,45.4094,141.6739,17.83,95,100,3.58,JP,1694992071
517,astrakhan,46.3497,48.0408,13.93,93,40,3.13,RU,1694992071
518,ust'-ilimsk,58.0006,102.6619,8.24,94,51,1.3,RU,1694992072
519,aioun,16.6614,-9.6149,35.61,32,59,2.15,MR,1694992072
520,iwanai,42.9744,140.5089,24.31,92,96,1.72,JP,1694992072
521,huoqiu chengguanzhen,32.3547,116.2939,24.51,83,91,2.79,CN,1694992073
522,smithers,54.7804,-127.1743,12.93,67,83,3.27,CA,1694992073
523,urangan,-25.3,152.9,21.45,61,18,3.05,AU,1694992074
524,kharp,66.8014,65.8081,2.04,87,15,2.67,RU,1694992074
525,mermoz boabab,14.7065,-17.4758,27.31,83,100,6.29,SN,1694992074
526,prado,-17.3411,-39.2208,22.75,82,3,3.15,BR,1694992065
527,al bardiyah,31.7561,25.0865,24.83,72,62,5.93,LY,1694992075
528,piterka,50.6803,47.4454,16.74,50,84,3.95,RU,1694992075
529,valenca do piaui,-6.4075,-41.7456,27.3,27,8,2.31,BR,1694992075
530,hasaki,35.7333,140.8333,29.05,80,1,6.72,JP,1694992075
531,bereznik,62.8551,42.7072,9.37,94,100,4.72,RU,1694992075
532,katabu,-4.9333,122.5167,25.32,78,25,2.26,ID,1694992076
533,wynyard,-41.0,145.7167,11.53,80,87,2.17,AU,1694992076
534,mersa matruh,31.3525,27.2453,25.5,67,0,3.69,EG,1694992076
535,adzope,6.1069,-3.8619,22.06,99,97,1.78,CI,1694992076
536,ngereklmadel,7.4883,134.4856,27.69,73,85,1.35,PW,1694992077
537,al mijlad,11.0333,27.7333,25.24,76,67,5.26,SD,1694992077
538,guigang,23.0964,109.6092,24.78,94,49,1.35,CN,1694992077
539,thunder bay,48.4001,-89.3168,15.56,65,67,1.81,CA,1694992023
540,reutov,55.7594,37.8617,10.12,69,92,2.89,RU,1694992079
541,walvis bay,-22.9575,14.5053,12.83,90,0,1.1,NA,1694992079
542,kyzyl,51.7,94.45,8.48,85,19,0.87,RU,1694991891
543,manay,7.215,126.5397,27.14,76,88,0.43,PH,1694992079
544,mont-dore,-22.2833,166.5833,22.99,99,92,5.06,NC,1694992079
545,san andres tuxtla,18.45,-95.2167,27.41,78,30,2.43,MX,1694992080
546,kapuskasing,49.4169,-82.4331,11.05,79,74,0.93,CA,1694992080
547,mstsislaw,54.0192,31.7257,10.46,87,45,3.15,BY,1694992080
548,la'ie,21.6477,-157.9253,30.98,72,38,3.13,US,1694992080
549,mugia,43.1041,-9.2179,19.53,90,96,8.84,ES,1694991883
550,valle vista,33.7478,-116.8934,33.81,57,0,1.79,US,1694992081
551,arboletes,8.8505,-76.4269,27.63,84,100,3.27,CO,1694991855
552,maych'ew,12.7875,39.5422,15.62,69,90,0.87,ET,1694992081
553,kailua-kona,19.6406,-155.9956,28.98,78,40,5.14,US,1694992081
554,carloforte,39.145,8.3058,26.63,62,18,6.55,IT,1694991974
555,upper grand lagoon,30.1633,-85.7408,30.59,69,20,3.6,US,1694992082
556,antigonish,45.6169,-61.9986,19.64,86,75,3.58,CA,1694991950
557,tchintabaraden,15.8969,5.7985,31.54,45,80,7.3,NE,1694992083
558,kudahuvadhoo,2.6708,72.8944,28.02,78,86,5.41,MV,1694992083
559,sittwe,20.15,92.9,26.06,90,100,5.3,MM,1694992083
560,wuwei,37.9281,102.6414,15.04,61,85,2.35,CN,1694992084
561,brisas de zicatela,15.8369,-97.0419,29.29,75,42,2.64,MX,1694992084
562,graaff-reinet,-32.2522,24.5308,10.81,40,0,2.35,ZA,1694992084
563,westport,41.1415,-73.3579,22.33,68,57,3.13,US,1694992084
564,gongzhuling,43.5008,124.8198,17.35,95,99,5.04,CN,1694992085
565,riyadh,24.6877,46.7219,32.08,18,41,3.05,SA,1694992020
566,floro,61.5996,5.0328,13.04,87,20,4.12,NO,1694992085
567,trongsa,27.5026,90.5072,13.59,92,8,1.3,BT,1694992085
568,kurchum,48.5722,83.6542,11.32,67,5,1.42,KZ,1694992086
569,hassi messaoud,31.6804,6.0729,31.47,14,22,4.57,DZ,1694992086
570,viqueque,-8.8673,126.3658,24.21,72,34,0.76,TL,1694992086
571,harstad,68.799,16.5293,7.86,93,97,12.07,NO,1694992086
572,ende,-8.8432,121.6623,25.38,66,6,1.31,ID,1694992087
573,freeport,40.6576,-73.5832,22.43,69,75,3.6,US,1694992087
574,la garriga,41.6833,2.2833,24.68,88,99,1.34,ES,1694992087
575,morondava,-20.2833,44.2833,23.42,70,0,5.46,MG,1694992087
576,puerto gaitan,4.3133,-72.0816,27.1,75,80,2.0,CO,1694992088
577,yanykurgan,43.915,67.2481,18.62,32,91,4.87,KZ,1694992088
578,vanimo,-2.6741,141.3028,27.37,74,55,1.72,PG,1694992088
579,remire-montjoly,4.9167,-52.2667,29.02,70,0,1.54,GF,1694992088
580,selebi-phikwe,-21.979,27.8498,18.84,62,0,6.94,BW,1694992089
581,karoi,-16.8099,29.6925,19.94,36,0,2.69,ZW,1694992089
582,queenstown,-31.8976,26.8753,5.64,56,0,0.83,ZA,1694992089
583,sitangkai,4.6628,119.3928,27.74,75,97,2.98,PH,1694992089
584,al kharijah,25.4514,30.5464,26.13,20,0,2.48,EG,1694992090
585,hailun,47.45,126.9333,15.45,97,100,2.29,CN,1694992090
586,ribeira brava,32.65,-17.0667,21.51,70,100,3.37,PT,1694991653
587,lappeenranta,61.0587,28.1887,11.55,87,0,3.6,FI,1694992090
588,tidjikja,18.5564,-11.4271,33.72,34,50,2.28,MR,1694992091
589,kristiansund,63.1115,7.732,9.36,81,75,2.57,NO,1694992091
590,sao joao evangelista,-18.5478,-42.7633,22.04,67,1,3.61,BR,1694992035
591,gizo,-8.103,156.8419,27.5,79,61,4.82,SB,1694992091
592,male,4.1748,73.5089,26.97,89,100,3.6,MV,1694992091
593,pechora,65.1472,57.2244,5.2,93,86,3.19,RU,1694992092
594,altay,47.8667,88.1167,7.22,75,18,1.34,CN,1694992092
595,boundiali,9.5217,-6.4869,20.92,93,71,1.09,CI,1694992092
596,inhambane,-23.865,35.3833,20.33,77,100,6.84,MZ,1694992092
597,lewes,50.8736,0.0113,19.39,89,100,6.71,GB,1694992093
598,robore,-18.3333,-59.75,34.67,25,2,4.24,BO,1694991800
599,tabango,11.3077,124.373,27.14,83,43,2.88,PH,1694992093
